embarque;ID;dt_saida;uf_remet;uf_dest;cliente;rota;km;qtd_eixos;frete_sem_icms;icms;frete_com_icms
006523;AMG6523;2026-01-15;MG;RS;Cliente A;MG x RS;1738;6;15105.35;1057.37;16162.72
006524;ASC6524;2026-01-31;SC;SP;Cliente A;SC x SP;696;9;7270.64;508.94;7779.58
006525;ASP6525;2025-12-19;SP;CE;Cliente A;SP x CE;2802;7;25411.0;1778.77;27189.77
006526;BPR6526;2025-08-28;PR;PE;Cliente B;PR x PE;2672;9;25291.45;1770.4;27061.85
006527;AGO6527;2026-01-31;GO;SP;Cliente A;GO x SP;925;6;5828.99;408.03;6237.02
006528;ESC6528;2025-12-06;SC;SP;Cliente E;SC x SP;704;6;4994.75;0.0;4994.75
006529;CRJ6529;2026-03-25;RJ;MG;Cliente C;RJ x MG;457;9;4572.38;0.0;4572.38
006530;APR6530;2025-08-27;PR;PE;Cliente A;PR x PE;2666;6;16377.38;0.0;16377.38
006531;BRJ6531;2025-10-10;RJ;MG;Cliente B;RJ x MG;430;6;3336.33;400.36;3736.69
006532;BPR6532;2026-01-02;PR;PE;Cliente B;PR x PE;2628;9;27364.13;0.0;27364.13
006533;ASP6533;2025-09-21;SP;CE;Cliente A;SP x CE;2825;6;17679.74;0.0;17679.74
006534;DPR6534;2025-12-07;PR;PE;Cliente D;PR x PE;2665;6;21327.87;0.0;21327.87
006535;DSP6535;2025-12-22;SP;BA;Cliente D;SP x BA;1458;7;12624.36;0.0;12624.36
006536;DRJ6536;2026-03-13;RJ;MG;Cliente D;RJ x MG;447;7;4173.87;0.0;4173.87
006537;BSP6537;2025-09-07;SP;BA;Cliente B;SP x BA;1411;9;12752.28;1530.27;14282.55
006538;EPR6538;2025-09-07;PR;PE;Cliente E;PR x PE;2638;7;24593.7;0.0;24593.7
006539;AGO6539;2025-10-31;GO;SP;Cliente A;GO x SP;944;5;6193.85;0.0;6193.85
006540;EGO6540;2025-09-30;GO;SP;Cliente E;GO x SP;943;9;9440.1;0.0;9440.1
006541;DMG6541;2026-03-26;MG;RS;Cliente D;MG x RS;1726;5;12059.41;1447.13;13506.54
006542;CMS6542;2025-09-21;MS;MG;Cliente C;MS x MG;999;7;8909.12;0.0;8909.12
006543;BGO6543;2026-02-10;GO;SP;Cliente B;GO x SP;954;7;8451.02;0.0;8451.02
006544;AGO6544;2025-09-15;GO;SP;Cliente A;GO x SP;914;9;8302.09;0.0;8302.09
006545;ESP6545;2025-11-18;SP;BA;Cliente E;SP x BA;1434;5;9795.15;685.66;10480.81
006546;CMG6546;2025-11-28;MG;RS;Cliente C;MG x RS;1682;7;15277.48;1069.42;16346.9
006547;AMS6547;2025-12-04;MS;MG;Cliente A;MS x MG;1048;7;9209.61;1105.15;10314.76
006548;BGO6548;2026-02-18;GO;SP;Cliente B;GO x SP;907;5;6508.03;780.96;7288.99
006549;ASP6549;2026-01-17;SP;CE;Cliente A;SP x CE;2794;6;16485.46;1978.26;18463.72
006550;CMS6550;2025-11-23;MS;MG;Cliente C;MS x MG;1006;7;8263.93;0.0;8263.93
006551;CGO6551;2025-11-06;GO;SP;Cliente C;GO x SP;898;7;8499.1;0.0;8499.1
006552;AMG6552;2025-08-07;MG;RS;Cliente A;MG x RS;1716;7;15943.19;1913.18;17856.37
006553;BMS6553;2025-10-22;MS;MG;Cliente B;MS x MG;1017;6;8089.93;0.0;8089.93
006554;AMS6554;2025-09-23;MS;MG;Cliente A;MS x MG;1039;5;7880.52;0.0;7880.52
006555;ASP6555;2026-01-13;SP;BA;Cliente A;SP x BA;1423;9;12918.36;0.0;12918.36
006556;ASC6556;2025-08-10;SC;SP;Cliente A;SC x SP;720;7;4412.33;0.0;4412.33
006557;CSP6557;2026-03-22;SP;BA;Cliente C;SP x BA;1446;6;10879.66;1305.56;12185.22
006558;BSP6558;2026-01-20;SP;CE;Cliente B;SP x CE;2781;9;25519.57;1786.37;27305.94
006559;EMS6559;2025-10-31;MS;MG;Cliente E;MS x MG;1043;5;8156.54;978.78;9135.32
006560;CSP6560;2025-11-06;SP;BA;Cliente C;SP x BA;1428;9;13943.87;0.0;13943.87
006561;BPR6561;2025-09-04;PR;PE;Cliente B;PR x PE;2654;6;22154.66;0.0;22154.66
006562;BMG6562;2025-10-16;MG;RS;Cliente B;MG x RS;1722;6;14172.79;0.0;14172.79
006563;ESP6563;2025-12-20;SP;CE;Cliente E;SP x CE;2840;5;21978.82;1538.52;23517.34
006564;ARJ6564;2025-10-18;RJ;MG;Cliente A;RJ x MG;438;5;2488.02;0.0;2488.02
006565;ARJ6565;2025-09-11;RJ;MG;Cliente A;RJ x MG;461;6;2839.57;198.77;3038.34
006566;AMS6566;2026-01-13;MS;MG;Cliente A;MS x MG;1053;9;10048.4;703.39;10751.79
006567;ASC6567;2025-10-31;SC;SP;Cliente A;SC x SP;735;7;4994.75;349.63;5344.38
006568;ASP6568;2025-10-24;SP;CE;Cliente A;SP x CE;2811;9;26914.09;0.0;26914.09
006569;CSP6569;2025-11-18;SP;CE;Cliente C;SP x CE;2831;7;22880.09;1601.61;24481.7
006570;DRJ6570;2025-09-04;RJ;MG;Cliente D;RJ x MG;421;7;3800.46;456.06;4256.52
006571;BSC6571;2025-12-03;SC;SP;Cliente B;SC x SP;697;7;6127.04;428.89;6555.93
006572;APR6572;2025-10-07;PR;PE;Cliente A;PR x PE;2677;6;21803.95;0.0;21803.95
006573;AMS6573;2026-02-13;MS;MG;Cliente A;MS x MG;1051;9;11404.29;0.0;11404.29
006574;BSC6574;2025-11-02;SC;SP;Cliente B;SC x SP;716;6;5548.89;0.0;5548.89
006575;CMG6575;2025-12-07;MG;RS;Cliente C;MG x RS;1690;9;16916.27;1184.14;18100.41
006576;DGO6576;2026-02-10;GO;SP;Cliente D;GO x SP;950;6;7557.35;529.01;8086.36
006577;CPR6577;2026-03-29;PR;PE;Cliente C;PR x PE;2667;9;25836.4;3100.37;28936.77
006578;ASP6578;2025-09-29;SP;BA;Cliente A;SP x BA;1426;7;8980.26;0.0;8980.26
006579;ARJ6579;2026-03-14;RJ;MG;Cliente A;RJ x MG;434;9;3567.59;428.11;3995.7
006580;EMG6580;2025-11-05;MG;RS;Cliente E;MG x RS;1719;6;14079.6;985.57;15065.17
006581;BMG6581;2025-12-11;MG;RS;Cliente B;MG x RS;1706;6;13259.64;0.0;13259.64
006582;ASC6582;2026-03-16;SC;SP;Cliente A;SC x SP;725;9;7243.77;507.06;7750.83
006583;ASP6583;2025-09-24;SP;BA;Cliente A;SP x BA;1442;7;9001.93;0.0;9001.93
006584;AGO6584;2026-02-01;GO;SP;Cliente A;GO x SP;922;7;6285.74;440.0;6725.74
006585;DRJ6585;2025-08-12;RJ;MG;Cliente D;RJ x MG;405;6;2957.84;0.0;2957.84
006586;AMS6586;2025-08-15;MS;MG;Cliente A;MS x MG;1056;6;6831.24;0.0;6831.24
006587;AMS6587;2026-03-31;MS;MG;Cliente A;MS x MG;1055;7;6927.78;0.0;6927.78
006588;BPR6588;2026-01-01;PR;PE;Cliente B;PR x PE;2634;9;24307.25;0.0;24307.25
006589;EPR6589;2025-09-12;PR;PE;Cliente E;PR x PE;2659;7;24222.81;2906.74;27129.55
006590;CSP6590;2025-11-07;SP;BA;Cliente C;SP x BA;1424;9;13109.28;1573.11;14682.39
006591;ASP6591;2026-03-19;SP;BA;Cliente A;SP x BA;1421;9;12800.3;0.0;12800.3
006592;BSP6592;2026-01-16;SP;BA;Cliente B;SP x BA;1415;9;13020.76;0.0;13020.76
006593;ARJ6593;2025-11-03;RJ;MG;Cliente A;RJ x MG;437;9;4548.07;545.77;5093.84
006594;ERJ6594;2025-11-17;RJ;MG;Cliente E;RJ x MG;426;5;2815.51;197.09;3012.6
006595;AMG6595;2025-10-05;MG;RS;Cliente A;MG x RS;1720;9;13543.56;0.0;13543.56
006596;CSP6596;2025-11-05;SP;BA;Cliente C;SP x BA;1443;5;10682.79;0.0;10682.79
006597;ARJ6597;2025-09-09;RJ;MG;Cliente A;RJ x MG;427;5;3116.11;373.93;3490.04
006598;CSP6598;2026-01-22;SP;CE;Cliente C;SP x CE;2819;7;23976.41;2877.17;26853.58
006599;ASP6599;2025-10-04;SP;CE;Cliente A;SP x CE;2815;9;28579.31;0.0;28579.31
006600;APR6600;2026-02-08;PR;PE;Cliente A;PR x PE;2674;5;15291.39;0.0;15291.39
006601;AGO6601;2026-02-18;GO;SP;Cliente A;GO x SP;928;9;7119.6;0.0;7119.6
006602;DMS6602;2026-01-10;MS;MG;Cliente D;MS x MG;1009;9;9016.67;631.17;9647.84
006603;BRJ6603;2025-10-07;RJ;MG;Cliente B;RJ x MG;409;5;2757.97;193.06;2951.03
006604;ERJ6604;2026-01-05;RJ;MG;Cliente E;RJ x MG;463;9;4777.87;334.45;5112.32
006605;EPR6605;2025-11-21;PR;PE;Cliente E;PR x PE;2660;9;23801.04;0.0;23801.04
006606;BMG6606;2026-02-17;MG;RS;Cliente B;MG x RS;1694;5;12398.83;0.0;12398.83
006607;APR6607;2025-11-01;PR;PE;Cliente A;PR x PE;2663;5;13321.03;1598.52;14919.55
006608;ERJ6608;2025-11-12;RJ;MG;Cliente E;RJ x MG;426;9;4332.6;0.0;4332.6
006609;ESP6609;2025-12-19;SP;BA;Cliente E;SP x BA;1468;5;10039.44;0.0;10039.44
006610;CSP6610;2025-09-27;SP;CE;Cliente C;SP x CE;2802;7;24914.75;2989.77;27904.52
006611;CMS6611;2025-11-13;MS;MG;Cliente C;MS x MG;1015;6;8060.9;0.0;8060.9
006612;BMG6612;2026-02-22;MG;RS;Cliente B;MG x RS;1703;5;12240.76;1468.89;13709.65
006613;DSC6613;2026-02-14;SC;SP;Cliente D;SC x SP;699;9;6599.93;791.99;7391.92
006614;DSC6614;2025-12-02;SC;SP;Cliente D;SC x SP;732;5;4818.25;337.28;5155.53
006615;DGO6615;2025-11-14;GO;SP;Cliente D;GO x SP;947;7;9032.08;0.0;9032.08
006616;AMG6616;2025-08-24;MG;RS;Cliente A;MG x RS;1697;7;11707.87;819.55;12527.42
006617;BSP6617;2026-03-17;SP;CE;Cliente B;SP x CE;2802;6;22571.9;1580.03;24151.93
006618;BGO6618;2026-03-12;GO;SP;Cliente B;GO x SP;911;6;6864.72;480.53;7345.25
006619;CSP6619;2025-08-31;SP;CE;Cliente C;SP x CE;2789;5;21777.31;0.0;21777.31
006620;DSC6620;2026-02-12;SC;SP;Cliente D;SC x SP;714;5;5506.41;0.0;5506.41
006621;BSP6621;2025-12-05;SP;CE;Cliente B;SP x CE;2819;7;26587.47;0.0;26587.47
006622;CMG6622;2026-02-12;MG;RS;Cliente C;MG x RS;1713;6;14788.78;1035.21;15823.99
006623;EPR6623;2025-12-01;PR;PE;Cliente E;PR x PE;2623;9;28647.79;3437.73;32085.52
006624;APR6624;2026-01-26;PR;PE;Cliente A;PR x PE;2649;5;18241.99;1276.94;19518.93
006625;ASP6625;2026-01-04;SP;BA;Cliente A;SP x BA;1430;7;11606.21;1392.75;12998.96
006626;BSP6626;2025-12-06;SP;CE;Cliente B;SP x CE;2803;6;21871.54;2624.58;24496.12
006627;ARJ6627;2025-09-16;RJ;MG;Cliente A;RJ x MG;421;9;4633.51;0.0;4633.51
006628;AMG6628;2025-12-21;MG;RS;Cliente A;MG x RS;1733;6;13396.51;937.76;14334.27
006629;BMS6629;2025-12-06;MS;MG;Cliente B;MS x MG;1010;9;9302.86;0.0;9302.86
006630;CSP6630;2025-10-16;SP;CE;Cliente C;SP x CE;2830;9;26767.05;0.0;26767.05
006631;ARJ6631;2025-08-16;RJ;MG;Cliente A;RJ x MG;410;6;2374.91;0.0;2374.91
006632;ASC6632;2025-10-06;SC;SP;Cliente A;SC x SP;722;7;4830.17;0.0;4830.17
006633;ASP6633;2025-09-01;SP;CE;Cliente A;SP x CE;2781;9;21793.23;0.0;21793.23
006634;CPR6634;2025-10-30;PR;PE;Cliente C;PR x PE;2669;7;22343.31;0.0;22343.31
006635;ESC6635;2025-11-06;SC;SP;Cliente E;SC x SP;731;5;5366.15;375.63;5741.78
006636;ASP6636;2026-03-06;SP;CE;Cliente A;SP x CE;2806;9;25515.27;3061.83;28577.1
006637;AMG6637;2026-01-02;MG;RS;Cliente A;MG x RS;1727;7;14285.41;1714.25;15999.66
006638;ESC6638;2025-09-17;SC;SP;Cliente E;SC x SP;701;6;5978.82;418.52;6397.34
006639;DMG6639;2025-09-23;MG;RS;Cliente D;MG x RS;1742;5;11600.92;812.06;12412.98
006640;BMS6640;2025-12-13;MS;MG;Cliente B;MS x MG;1000;9;10550.62;1266.07;11816.69
006641;CPR6641;2025-10-19;PR;PE;Cliente C;PR x PE;2625;9;24707.5;0.0;24707.5
006642;BPR6642;2025-08-08;PR;PE;Cliente B;PR x PE;2628;6;18781.85;2253.82;21035.67
006643;BSC6643;2025-12-19;SC;SP;Cliente B;SC x SP;730;7;6272.86;0.0;6272.86
006644;DPR6644;2026-01-09;PR;PE;Cliente D;PR x PE;2657;9;27942.17;0.0;27942.17
006645;BMG6645;2025-12-02;MG;RS;Cliente B;MG x RS;1740;7;15256.99;0.0;15256.99
006646;BMG6646;2025-10-06;MG;RS;Cliente B;MG x RS;1705;9;15781.31;1104.69;16886.0
006647;AMG6647;2026-01-24;MG;RS;Cliente A;MG x RS;1712;5;13437.68;940.64;14378.32
006648;ERJ6648;2025-12-31;RJ;MG;Cliente E;RJ x MG;455;7;3729.98;447.6;4177.58
006649;ARJ6649;2025-11-10;RJ;MG;Cliente A;RJ x MG;460;9;3625.51;0.0;3625.51
006650;AGO6650;2025-11-17;GO;SP;Cliente A;GO x SP;912;5;6559.86;0.0;6559.86
006651;CMG6651;2025-11-14;MG;RS;Cliente C;MG x RS;1700;7;13800.26;966.02;14766.28
006652;ASP6652;2026-01-06;SP;BA;Cliente A;SP x BA;1450;9;15099.58;1811.95;16911.53
006653;APR6653;2025-09-17;PR;PE;Cliente A;PR x PE;2623;5;17928.79;2151.45;20080.24
006654;EMS6654;2025-09-08;MS;MG;Cliente E;MS x MG;1013;5;6511.01;781.32;7292.33
006655;ASC6655;2026-01-26;SC;SP;Cliente A;SC x SP;698;9;6719.49;0.0;6719.49
006656;AMS6656;2025-08-19;MS;MG;Cliente A;MS x MG;1016;9;9459.88;0.0;9459.88
006657;ARJ6657;2025-09-01;RJ;MG;Cliente A;RJ x MG;457;5;3425.17;411.02;3836.19
006658;AMS6658;2026-02-05;MS;MG;Cliente A;MS x MG;1011;9;10142.78;0.0;10142.78
006659;BRJ6659;2026-03-28;RJ;MG;Cliente B;RJ x MG;447;7;3740.35;0.0;3740.35
006660;ASP6660;2026-01-11;SP;BA;Cliente A;SP x BA;1426;9;10594.53;741.62;11336.15
006661;AGO6661;2025-10-23;GO;SP;Cliente A;GO x SP;936;9;7471.95;0.0;7471.95
006662;AGO6662;2025-12-27;GO;SP;Cliente A;GO x SP;896;5;6388.29;0.0;6388.29
006663;ASP6663;2025-12-06;SP;BA;Cliente A;SP x BA;1425;6;8779.96;0.0;8779.96
006664;EMS6664;2026-01-13;MS;MG;Cliente E;MS x MG;1002;7;8070.86;0.0;8070.86
006665;APR6665;2025-10-21;PR;PE;Cliente A;PR x PE;2651;6;22316.64;0.0;22316.64
006666;BGO6666;2025-10-31;GO;SP;Cliente B;GO x SP;897;9;9386.52;657.06;10043.58
006667;BSC6667;2025-12-17;SC;SP;Cliente B;SC x SP;710;7;6432.26;450.26;6882.52
006668;BSP6668;2025-10-10;SP;CE;Cliente B;SP x CE;2800;9;30152.59;0.0;30152.59
006669;CPR6669;2025-11-24;PR;PE;Cliente C;PR x PE;2624;6;19906.84;2388.82;22295.66
006670;BMS6670;2026-02-04;MS;MG;Cliente B;MS x MG;1048;9;9766.58;1171.99;10938.57
006671;EGO6671;2026-01-16;GO;SP;Cliente E;GO x SP;916;5;7218.01;0.0;7218.01
006672;ASC6672;2026-01-04;SC;SP;Cliente A;SC x SP;724;6;4307.75;301.54;4609.29
006673;BSP6673;2025-09-15;SP;BA;Cliente B;SP x BA;1412;6;12088.86;1450.66;13539.52
006674;ASP6674;2026-01-16;SP;BA;Cliente A;SP x BA;1412;9;14474.32;0.0;14474.32
006675;ASP6675;2025-08-04;SP;CE;Cliente A;SP x CE;2794;5;18784.97;1314.95;20099.92
006676;BMS6676;2026-02-27;MS;MG;Cliente B;MS x MG;1022;9;9922.87;0.0;9922.87
006677;CMG6677;2026-02-04;MG;RS;Cliente C;MG x RS;1715;5;11168.67;781.81;11950.48
006678;BSP6678;2025-12-15;SP;BA;Cliente B;SP x BA;1416;6;10956.65;766.97;11723.62
006679;CPR6679;2026-02-08;PR;PE;Cliente C;PR x PE;2655;9;24291.17;0.0;24291.17
006680;ASC6680;2026-03-15;SC;SP;Cliente A;SC x SP;719;9;5737.9;0.0;5737.9
006681;BSP6681;2025-12-15;SP;CE;Cliente B;SP x CE;2822;6;24755.59;2970.67;27726.26
006682;ASP6682;2025-11-14;SP;CE;Cliente A;SP x CE;2834;7;24277.71;0.0;24277.71
006683;CGO6683;2025-11-05;GO;SP;Cliente C;GO x SP;932;6;7809.82;0.0;7809.82
006684;ASP6684;2025-11-10;SP;CE;Cliente A;SP x CE;2808;9;19695.86;1378.71;21074.57
006685;BPR6685;2025-08-02;PR;PE;Cliente B;PR x PE;2676;7;22279.35;2673.52;24952.87
006686;AMG6686;2025-08-25;MG;RS;Cliente A;MG x RS;1740;6;10257.48;1230.9;11488.38
006687;CGO6687;2026-02-24;GO;SP;Cliente C;GO x SP;910;7;7576.26;0.0;7576.26
006688;CGO6688;2026-02-02;GO;SP;Cliente C;GO x SP;942;5;6499.95;779.99;7279.94
006689;DSP6689;2025-08-10;SP;BA;Cliente D;SP x BA;1448;7;13208.6;0.0;13208.6
006690;AMS6690;2025-10-29;MS;MG;Cliente A;MS x MG;1057;7;9062.15;0.0;9062.15
006691;AGO6691;2026-01-10;GO;SP;Cliente A;GO x SP;943;5;6589.96;461.3;7051.26
006692;APR6692;2025-09-09;PR;PE;Cliente A;PR x PE;2640;6;16567.91;1988.15;18556.06
006693;ESP6693;2025-10-14;SP;BA;Cliente E;SP x BA;1424;9;15088.75;1810.65;16899.4
006694;ASC6694;2025-12-19;SC;SP;Cliente A;SC x SP;711;5;3611.77;0.0;3611.77
006695;EPR6695;2025-12-02;PR;PE;Cliente E;PR x PE;2668;6;21427.54;1499.93;22927.47
006696;CGO6696;2025-10-08;GO;SP;Cliente C;GO x SP;911;5;6914.1;483.99;7398.09
006697;ARJ6697;2025-10-29;RJ;MG;Cliente A;RJ x MG;431;7;2780.13;0.0;2780.13
006698;EMG6698;2026-01-05;MG;RS;Cliente E;MG x RS;1692;7;15718.56;0.0;15718.56
006699;CPR6699;2026-03-25;PR;PE;Cliente C;PR x PE;2648;5;20264.38;2431.73;22696.11
006700;ASP6700;2025-10-02;SP;BA;Cliente A;SP x BA;1417;5;11078.48;0.0;11078.48
006701;AMS6701;2025-10-18;MS;MG;Cliente A;MS x MG;1020;5;6568.48;459.79;7028.27
006702;AMG6702;2026-01-07;MG;RS;Cliente A;MG x RS;1717;9;15839.95;0.0;15839.95
006703;ARJ6703;2025-10-05;RJ;MG;Cliente A;RJ x MG;441;5;2320.49;0.0;2320.49
006704;CMG6704;2026-01-15;MG;RS;Cliente C;MG x RS;1685;9;18422.95;2210.75;20633.7
006705;DSP6705;2025-08-05;SP;CE;Cliente D;SP x CE;2835;5;19422.74;0.0;19422.74
006706;AGO6706;2026-03-20;GO;SP;Cliente A;GO x SP;920;5;5331.49;0.0;5331.49
006707;AGO6707;2025-12-22;GO;SP;Cliente A;GO x SP;928;9;8324.78;998.97;9323.75
006708;ASC6708;2025-08-05;SC;SP;Cliente A;SC x SP;700;6;4123.92;0.0;4123.92
006709;AMG6709;2026-01-08;MG;RS;Cliente A;MG x RS;1733;5;9282.4;0.0;9282.4
006710;AMG6710;2025-10-27;MG;RS;Cliente A;MG x RS;1696;6;13900.54;1668.06;15568.6
006711;BGO6711;2025-12-25;GO;SP;Cliente B;GO x SP;922;6;6772.33;0.0;6772.33
006712;CSP6712;2025-09-22;SP;CE;Cliente C;SP x CE;2808;6;22993.44;0.0;22993.44
006713;DGO6713;2025-10-19;GO;SP;Cliente D;GO x SP;951;6;7845.18;0.0;7845.18
006714;ARJ6714;2026-01-15;RJ;MG;Cliente A;RJ x MG;462;6;3989.43;279.26;4268.69
006715;ASP6715;2026-02-03;SP;CE;Cliente A;SP x CE;2833;6;16594.78;0.0;16594.78
006716;AMG6716;2025-09-08;MG;RS;Cliente A;MG x RS;1710;7;13624.47;1634.94;15259.41
006717;CGO6717;2025-09-29;GO;SP;Cliente C;GO x SP;934;6;7703.12;924.37;8627.49
006718;ASC6718;2025-09-17;SC;SP;Cliente A;SC x SP;720;7;6249.01;437.43;6686.44
006719;AMS6719;2026-03-25;MS;MG;Cliente A;MS x MG;1025;5;5514.43;0.0;5514.43
006720;AGO6720;2026-03-26;GO;SP;Cliente A;GO x SP;900;6;7045.91;0.0;7045.91
006721;DSP6721;2026-03-16;SP;CE;Cliente D;SP x CE;2835;9;26789.09;1875.24;28664.33
006722;CRJ6722;2025-11-09;RJ;MG;Cliente C;RJ x MG;450;7;4005.58;0.0;4005.58
006723;CMS6723;2025-11-24;MS;MG;Cliente C;MS x MG;1032;5;7329.03;0.0;7329.03
006724;ARJ6724;2025-12-21;RJ;MG;Cliente A;RJ x MG;451;5;2571.66;0.0;2571.66
006725;AMG6725;2026-03-15;MG;RS;Cliente A;MG x RS;1710;9;13723.12;1646.77;15369.89
006726;AMS6726;2025-11-27;MS;MG;Cliente A;MS x MG;1043;6;8187.28;0.0;8187.28
006727;APR6727;2025-11-09;PR;PE;Cliente A;PR x PE;2669;6;20947.3;1466.31;22413.61
006728;BSP6728;2026-01-25;SP;BA;Cliente B;SP x BA;1426;7;12791.03;0.0;12791.03
006729;ASP6729;2026-01-28;SP;BA;Cliente A;SP x BA;1415;5;9846.26;0.0;9846.26
006730;APR6730;2025-08-12;PR;PE;Cliente A;PR x PE;2644;9;28723.19;0.0;28723.19
006731;DPR6731;2025-09-15;PR;PE;Cliente D;PR x PE;2630;6;22053.74;2646.45;24700.19
006732;ASC6732;2025-08-31;SC;SP;Cliente A;SC x SP;693;6;6034.8;724.18;6758.98
006733;ASC6733;2025-12-18;SC;SP;Cliente A;SC x SP;706;9;7213.18;504.92;7718.1
006734;CSC6734;2025-11-22;SC;SP;Cliente C;SC x SP;704;9;6401.99;0.0;6401.99
006735;AMG6735;2025-08-13;MG;RS;Cliente A;MG x RS;1721;6;9621.68;673.52;10295.2
006736;AMG6736;2025-08-13;MG;RS;Cliente A;MG x RS;1703;5;10066.89;1208.03;11274.92
006737;CPR6737;2026-03-27;PR;PE;Cliente C;PR x PE;2649;7;20758.37;0.0;20758.37
006738;ASP6738;2026-02-26;SP;CE;Cliente A;SP x CE;2837;9;21319.6;0.0;21319.6
006739;ASC6739;2026-01-25;SC;SP;Cliente A;SC x SP;683;5;4717.51;330.23;5047.74
006740;DGO6740;2025-08-28;GO;SP;Cliente D;GO x SP;935;5;6803.37;0.0;6803.37
006741;BSP6741;2025-11-18;SP;BA;Cliente B;SP x BA;1440;7;12810.76;1537.29;14348.05
006742;ASC6742;2025-12-05;SC;SP;Cliente A;SC x SP;708;9;7648.37;917.8;8566.17
006743;AMS6743;2025-11-28;MS;MG;Cliente A;MS x MG;1006;5;6624.35;0.0;6624.35
006744;CRJ6744;2025-10-25;RJ;MG;Cliente C;RJ x MG;430;5;2983.43;0.0;2983.43
006745;AMS6745;2026-01-24;MS;MG;Cliente A;MS x MG;1039;6;6582.14;789.86;7372.0
006746;EMS6746;2025-10-27;MS;MG;Cliente E;MS x MG;1006;7;8553.71;0.0;8553.71
006747;APR6747;2026-03-02;PR;PE;Cliente A;PR x PE;2632;7;17935.62;0.0;17935.62
006748;APR6748;2026-01-08;PR;PE;Cliente A;PR x PE;2650;6;22651.05;0.0;22651.05
006749;BRJ6749;2026-03-02;RJ;MG;Cliente B;RJ x MG;463;5;3333.43;0.0;3333.43
006750;DSP6750;2025-09-23;SP;CE;Cliente D;SP x CE;2815;5;20508.77;2461.05;22969.82
006751;APR6751;2025-10-26;PR;PE;Cliente A;PR x PE;2637;5;19409.45;0.0;19409.45
006752;CRJ6752;2026-03-10;RJ;MG;Cliente C;RJ x MG;415;5;3153.2;378.38;3531.58
006753;DMS6753;2025-08-23;MS;MG;Cliente D;MS x MG;1016;9;10140.94;1216.91;11357.85
006754;AGO6754;2025-09-14;GO;SP;Cliente A;GO x SP;929;7;6446.6;0.0;6446.6
006755;ASC6755;2026-02-21;SC;SP;Cliente A;SC x SP;707;5;5067.48;608.1;5675.58
006756;EMG6756;2025-09-06;MG;RS;Cliente E;MG x RS;1731;7;15914.02;1113.98;17028.0
006757;AMS6757;2026-01-30;MS;MG;Cliente A;MS x MG;1028;9;9427.94;659.96;10087.9
006758;DSP6758;2026-03-16;SP;BA;Cliente D;SP x BA;1431;9;12911.98;0.0;12911.98
006759;DMG6759;2026-01-11;MG;RS;Cliente D;MG x RS;1683;7;15854.62;1109.82;16964.44
006760;AMG6760;2026-02-14;MG;RS;Cliente A;MG x RS;1716;7;13706.81;1644.82;15351.63
006761;AMS6761;2025-09-22;MS;MG;Cliente A;MS x MG;1038;5;7518.01;902.16;8420.17
006762;CGO6762;2025-10-19;GO;SP;Cliente C;GO x SP;906;5;6650.24;798.03;7448.27
006763;APR6763;2026-03-20;PR;PE;Cliente A;PR x PE;2621;9;23982.4;2877.89;26860.29
006764;APR6764;2026-01-05;PR;PE;Cliente A;PR x PE;2665;9;19704.27;1379.3;21083.57
006765;ESC6765;2025-08-24;SC;SP;Cliente E;SC x SP;711;6;6014.48;0.0;6014.48
006766;BSP6766;2026-01-23;SP;BA;Cliente B;SP x BA;1439;7;12896.57;0.0;12896.57
006767;BGO6767;2025-09-06;GO;SP;Cliente B;GO x SP;956;6;8164.81;0.0;8164.81
006768;ARJ6768;2026-02-18;RJ;MG;Cliente A;RJ x MG;415;7;3473.89;243.17;3717.06
006769;BSP6769;2025-11-27;SP;BA;Cliente B;SP x BA;1432;9;15354.27;1842.51;17196.78
006770;CPR6770;2025-11-12;PR;PE;Cliente C;PR x PE;2652;5;20292.49;0.0;20292.49
006771;ASP6771;2025-12-15;SP;BA;Cliente A;SP x BA;1460;7;12939.24;905.75;13844.99
006772;CPR6772;2025-08-17;PR;PE;Cliente C;PR x PE;2650;9;25569.9;0.0;25569.9
006773;CRJ6773;2025-12-24;RJ;MG;Cliente C;RJ x MG;454;9;4811.52;0.0;4811.52
006774;APR6774;2026-02-06;PR;PE;Cliente A;PR x PE;2662;5;19381.06;2325.73;21706.79
006775;ASP6775;2025-09-15;SP;BA;Cliente A;SP x BA;1462;9;10946.56;0.0;10946.56
006776;DRJ6776;2026-01-13;RJ;MG;Cliente D;RJ x MG;424;9;4379.01;306.53;4685.54
006777;CMS6777;2026-01-17;MS;MG;Cliente C;MS x MG;1047;6;7684.25;0.0;7684.25
006778;ASC6778;2026-01-22;SC;SP;Cliente A;SC x SP;687;6;5216.6;0.0;5216.6
006779;DMG6779;2026-01-31;MG;RS;Cliente D;MG x RS;1740;9;19162.59;1341.38;20503.97
006780;CMS6780;2026-03-05;MS;MG;Cliente C;MS x MG;1038;9;9545.51;1145.46;10690.97
006781;CMS6781;2025-08-29;MS;MG;Cliente C;MS x MG;999;7;9353.95;0.0;9353.95
006782;ARJ6782;2026-01-08;RJ;MG;Cliente A;RJ x MG;448;9;3341.21;233.88;3575.09
006783;DPR6783;2025-09-18;PR;PE;Cliente D;PR x PE;2650;6;21265.65;0.0;21265.65
